,Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
2113,2114,63,Male,Clothing,40,M,Brown,Spring,2.7,No,Credit Card,No,No,29,Every 3 Months
2114,2115,37,Male,Clothing,51,M,Magenta,Winter,2.9,No,Credit Card,No,No,12,Annually
2115,2116,44,Male,Accessories,85,M,Violet,Winter,3.4,No,Credit Card,No,No,16,Bi-Weekly
2116,2117,67,Male,Outerwear,23,M,Teal,Summer,2.9,No,PayPal,No,No,50,Bi-Weekly
2117,2118,27,Male,Clothing,28,L,Brown,Summer,3.8,No,Bank Transfer,No,No,11,Annually
2118,2119,60,Male,Clothing,44,M,Olive,Fall,4.2,No,Bank Transfer,No,No,28,Quarterly
2119,2120,58,Male,Accessories,57,M,Indigo,Spring,3.5,No,Debit Card,No,No,36,Bi-Weekly
2120,2121,53,Male,Accessories,98,S,Red,Fall,3.1,No,Venmo,No,No,38,Quarterly
2121,2122,43,Male,Accessories,68,M,Olive,Winter,3.5,No,Credit Card,No,No,32,Monthly
2122,2123,32,Male,Outerwear,36,L,Teal,Fall,4.0,No,PayPal,No,No,42,Weekly
2123,2124,54,Male,Outerwear,71,L,Cyan,Spring,3.7,No,Cash,No,No,22,Bi-Weekly
2124,2125,47,Male,Clothing,60,M,Teal,Fall,4.2,No,Venmo,No,No,22,Quarterly
2125,2126,57,Male,Outerwear,87,M,Beige,Fall,4.8,No,Credit Card,No,No,31,Quarterly
2126,2127,63,Male,Footwear,38,XL,Magenta,Winter,4.1,No,PayPal,No,No,28,Monthly
2127,2128,70,Male,Footwear,45,M,Indigo,Spring,4.5,No,Credit Card,No,No,40,Weekly
2128,2129,62,Male,Outerwear,47,L,Cyan,Fall,2.7,No,PayPal,No,No,21,Weekly
2129,2130,40,Male,Clothing,57,L,Orange,Fall,2.8,No,Credit Card,No,No,12,Every 3 Months
2130,2131,25,Male,Accessories,68,L,Violet,Summer,3.7,No,Debit Card,No,No,33,Annually
2131,2132,19,Male,Clothing,52,M,Red,Fall,3.6,No,Credit Card,No,No,9,Fortnightly
2132,2133,25,Male,Clothing,87,M,Magenta,Fall,4.7,No,PayPal,No,No,15,Weekly
2133,2134,21,Male,Accessories,34,M,Olive,Summer,3.8,No,PayPal,No,No,13,Annually
2134,2135,55,Male,Footwear,41,XL,Maroon,Winter,2.9,No,Venmo,No,No,35,Fortnightly
2135,2136,34,Male,Accessories,94,S,Yellow,Winter,4.6,No,Credit Card,No,No,1,Every 3 Months
2136,2137,47,Male,Accessories,93,M,Red,Summer,2.8,No,Bank Transfer,No,No,25,Fortnightly
2137,2138,27,Male,Clothing,51,XL,Purple,Winter,4.6,No,Bank Transfer,No,No,20,Every 3 Months
2138,2139,67,Male,Clothing,42,M,Teal,Fall,2.8,No,Venmo,No,No,36,Quarterly
2139,2140,40,Male,Footwear,95,M,Red,Winter,3.0,No,Credit Card,No,No,33,Weekly
2140,2141,53,Male,Accessories,90,M,Brown,Fall,3.7,No,Cash,No,No,36,Fortnightly
2141,2142,24,Male,Clothing,98,M,Peach,Winter,4.1,No,Credit Card,No,No,32,Annually
2142,2143,47,Male,Accessories,39,M,Maroon,Winter,4.3,No,Venmo,No,No,21,Quarterly
2143,2144,53,Male,Footwear,66,L,Red,Fall,3.8,No,Debit Card,No,No,48,Bi-Weekly
2144,2145,47,Male,Footwear,23,L,Orange,Winter,3.7,No,Cash,No,No,25,Quarterly
2145,2146,38,Male,Clothing,73,S,White,Winter,4.8,No,Debit Card,No,No,32,Annually
2146,2147,48,Male,Accessories,23,XL,White,Summer,4.6,No,Debit Card,No,No,45,Every 3 Months
2147,2148,47,Male,Clothing,43,S,Charcoal,Fall,4.8,No,PayPal,No,No,4,Fortnightly
2148,2149,19,Male,Clothing,45,XL,Turquoise,Winter,4.6,No,PayPal,No,No,19,Bi-Weekly
2149,2150,38,Male,Footwear,21,L,Orange,Winter,4.0,No,Bank Transfer,No,No,1,Weekly
2150,2151,57,Male,Clothing,40,M,Orange,Spring,2.6,No,PayPal,No,No,12,Weekly
2151,2152,70,Male,Clothing,58,L,Brown,Fall,2.6,No,Venmo,No,No,18,Monthly
2152,2153,38,Male,Clothing,48,L,Magenta,Summer,4.5,No,Bank Transfer,No,No,43,Bi-Weekly
2153,2154,35,Male,Clothing,94,M,Violet,Fall,4.2,No,Credit Card,No,No,31,Annually
2154,2155,46,Male,Accessories,74,M,Violet,Spring,3.4,No,Debit Card,No,No,33,Every 3 Months
2155,2156,32,Male,Accessories,51,L,Yellow,Fall,3.7,No,Debit Card,No,No,46,Monthly
2156,2157,38,Male,Clothing,83,M,Maroon,Winter,3.6,No,PayPal,No,No,41,Bi-Weekly
2157,2158,41,Male,Accessories,68,L,Turquoise,Winter,4.0,No,Debit Card,No,No,41,Fortnightly
2158,2159,19,Male,Accessories,84,XL,Olive,Spring,4.6,No,Credit Card,No,No,9,Fortnightly
2159,2160,18,Male,Clothing,58,M,Peach,Fall,3.0,No,PayPal,No,No,34,Annually
2160,2161,45,Male,Clothing,92,L,Charcoal,Winter,3.3,No,Bank Transfer,No,No,21,Annually
2161,2162,23,Male,Clothing,69,S,Peach,Summer,3.8,No,Credit Card,No,No,5,Fortnightly
2162,2163,60,Male,Clothing,48,S,Black,Summer,2.7,No,Credit Card,No,No,32,Weekly
2163,2164,52,Male,Footwear,60,L,Gray,Spring,4.5,No,Bank Transfer,No,No,44,Monthly
2164,2165,42,Male,Footwear,20,S,Olive,Winter,4.8,No,Venmo,No,No,46,Bi-Weekly
2165,2166,29,Male,Clothing,55,M,Turquoise,Summer,4.2,No,Bank Transfer,No,No,42,Every 3 Months
2166,2167,31,Male,Outerwear,88,S,Purple,Spring,3.5,No,Venmo,No,No,50,Bi-Weekly
2167,2168,30,Male,Clothing,48,L,Green,Winter,4.9,No,Venmo,No,No,33,Fortnightly
2168,2169,23,Male,Accessories,74,M,Beige,Spring,4.1,No,Bank Transfer,No,No,32,Quarterly
2169,2170,31,Male,Outerwear,42,M,Brown,Fall,2.9,No,PayPal,No,No,32,Bi-Weekly
2170,2171,40,Male,Clothing,32,M,Turquoise,Fall,4.0,No,PayPal,No,No,37,Every 3 Months
2171,2172,39,Male,Clothing,98,M,Yellow,Summer,4.6,No,Credit Card,No,No,9,Fortnightly
2172,2173,28,Male,Clothing,89,S,Lavender,Fall,2.8,No,Bank Transfer,No,No,6,Fortnightly
2173,2174,23,Male,Accessories,97,S,Cyan,Summer,5.0,No,Cash,No,No,36,Quarterly
2174,2175,42,Male,Accessories,49,S,Olive,Spring,2.9,No,Cash,No,No,1,Annually
2175,2176,68,Male,Clothing,50,M,Silver,Spring,3.3,No,Bank Transfer,No,No,48,Fortnightly
2176,2177,24,Male,Accessories,91,S,Red,Winter,3.4,No,Venmo,No,No,44,Quarterly
2177,2178,24,Male,Accessories,93,XL,Green,Winter,3.0,No,Bank Transfer,No,No,9,Bi-Weekly
2178,2179,21,Male,Accessories,98,M,Gold,Summer,4.7,No,Debit Card,No,No,32,Annually
2179,2180,49,Male,Clothing,82,L,Lavender,Fall,2.9,No,Credit Card,No,No,14,Monthly
2180,2181,41,Male,Outerwear,37,M,Yellow,Summer,4.1,No,Debit Card,No,No,43,Quarterly
2181,2182,22,Male,Accessories,63,M,Black,Fall,3.2,No,Venmo,No,No,32,Bi-Weekly
2182,2183,42,Male,Clothing,99,M,Maroon,Winter,2.7,No,Cash,No,No,26,Bi-Weekly
2183,2184,30,Male,Clothing,37,M,Maroon,Spring,4.7,No,PayPal,No,No,2,Monthly
2184,2185,38,Male,Footwear,34,S,Gold,Spring,3.2,No,PayPal,No,No,16,Every 3 Months
2185,2186,40,Male,Clothing,32,M,Violet,Winter,2.5,No,Venmo,No,No,50,Every 3 Months
2186,2187,55,Male,Footwear,23,XL,Teal,Winter,4.3,No,Bank Transfer,No,No,6,Every 3 Months
2187,2188,37,Male,Clothing,78,M,Violet,Spring,4.4,No,Venmo,No,No,20,Annually
2188,2189,41,Male,Outerwear,54,M,Brown,Winter,4.7,No,PayPal,No,No,9,Weekly
2189,2190,38,Male,Clothing,94,XL,Brown,Fall,4.0,No,PayPal,No,No,47,Bi-Weekly
2190,2191,42,Male,Accessories,75,S,Maroon,Spring,4.6,No,Debit Card,No,No,33,Annually
2191,2192,26,Male,Clothing,69,S,Maroon,Summer,3.8,No,Venmo,No,No,46,Bi-Weekly
2192,2193,41,Male,Accessories,35,L,Yellow,Winter,3.2,No,Bank Transfer,No,No,9,Monthly
2193,2194,27,Male,Clothing,78,L,Turquoise,Spring,5.0,No,Bank Transfer,No,No,8,Monthly
2194,2195,61,Male,Clothing,29,M,Silver,Summer,3.5,No,Debit Card,No,No,48,Quarterly
2195,2196,58,Male,Clothing,62,M,Brown,Fall,3.7,No,Credit Card,No,No,2,Monthly
2196,2197,25,Male,Clothing,58,M,Gray,Spring,4.8,No,Venmo,No,No,31,Weekly
2197,2198,33,Male,Footwear,88,M,Indigo,Summer,3.7,No,PayPal,No,No,40,Monthly
2198,2199,57,Male,Accessories,80,L,Turquoise,Summer,3.5,No,Cash,No,No,35,Monthly
2199,2200,39,Male,Accessories,47,M,Maroon,Summer,4.9,No,Bank Transfer,No,No,40,Monthly
2200,2201,60,Male,Accessories,51,L,Charcoal,Summer,4.7,No,PayPal,No,No,27,Every 3 Months
2201,2202,39,Male,Clothing,25,L,Peach,Spring,4.9,No,Bank Transfer,No,No,10,Annually
2202,2203,42,Male,Clothing,36,M,Red,Summer,4.3,No,PayPal,No,No,23,Weekly
2203,2204,53,Male,Clothing,79,M,Indigo,Winter,3.1,No,Venmo,No,No,32,Quarterly
2204,2205,20,Male,Clothing,41,S,Lavender,Winter,3.4,No,Venmo,No,No,6,Monthly
2205,2206,46,Male,Clothing,68,XL,Red,Fall,2.7,No,PayPal,No,No,27,Weekly
2206,2207,46,Male,Footwear,51,L,Green,Spring,2.6,No,PayPal,No,No,25,Fortnightly
2207,2208,69,Male,Accessories,38,M,Gray,Fall,2.9,No,Debit Card,No,No,11,Annually
2208,2209,28,Male,Accessories,46,XL,Violet,Summer,2.7,No,Debit Card,No,No,23,Monthly
2209,2210,42,Male,Footwear,20,XL,Beige,Summer,4.5,No,Credit Card,No,No,44,Quarterly
2210,2211,30,Male,Accessories,25,M,Orange,Summer,3.1,No,Venmo,No,No,35,Fortnightly
2211,2212,50,Male,Clothing,89,L,Purple,Winter,3.2,No,PayPal,No,No,45,Every 3 Months
2212,2213,59,Male,Clothing,77,M,Brown,Winter,3.3,No,PayPal,No,No,22,Quarterly
2213,2214,54,Male,Accessories,94,M,Maroon,Fall,2.9,No,Credit Card,No,No,18,Quarterly
2214,2215,50,Male,Accessories,100,L,Gold,Fall,4.1,No,Cash,No,No,20,Weekly
2215,2216,25,Male,Footwear,96,M,Indigo,Winter,2.7,No,Debit Card,No,No,28,Fortnightly
2216,2217,41,Male,Clothing,36,XL,Silver,Winter,4.0,No,Credit Card,No,No,15,Bi-Weekly
2217,2218,35,Male,Accessories,27,XL,Red,Fall,2.6,No,Bank Transfer,No,No,42,Fortnightly
2218,2219,67,Male,Accessories,67,M,Magenta,Winter,3.5,No,Cash,No,No,20,Quarterly
2219,2220,33,Male,Clothing,91,S,Purple,Fall,2.8,No,PayPal,No,No,16,Fortnightly
2220,2221,19,Male,Accessories,62,XL,Beige,Fall,4.5,No,Cash,No,No,47,Annually
2221,2222,25,Male,Clothing,88,XL,White,Fall,3.0,No,Debit Card,No,No,34,Annually
2222,2223,32,Male,Clothing,66,M,Teal,Summer,4.4,No,PayPal,No,No,30,Weekly
2223,2224,30,Male,Footwear,65,M,Gray,Fall,4.7,No,Credit Card,No,No,5,Quarterly
2224,2225,18,Male,Accessories,25,L,Charcoal,Winter,4.3,No,Credit Card,No,No,38,Quarterly
2225,2226,38,Male,Accessories,64,S,Olive,Spring,4.8,No,Credit Card,No,No,18,Annually
2226,2227,22,Male,Clothing,72,L,Blue,Spring,4.8,No,Credit Card,No,No,28,Annually
2227,2228,40,Male,Accessories,74,S,Gray,Summer,4.4,No,Venmo,No,No,42,Fortnightly
2228,2229,54,Male,Accessories,50,M,Green,Fall,3.7,No,Debit Card,No,No,5,Weekly
2229,2230,70,Male,Clothing,97,M,Silver,Fall,3.9,No,Bank Transfer,No,No,50,Monthly
2230,2231,52,Male,Footwear,36,S,Teal,Spring,3.8,No,Debit Card,No,No,33,Fortnightly
2231,2232,34,Male,Outerwear,49,M,Beige,Fall,4.1,No,Cash,No,No,1,Weekly
2232,2233,65,Male,Footwear,64,L,Lavender,Spring,4.0,No,Bank Transfer,No,No,14,Fortnightly
2233,2234,38,Male,Clothing,31,XL,Gray,Summer,4.5,No,Credit Card,No,No,48,Monthly
2234,2235,35,Male,Footwear,66,S,Yellow,Winter,4.0,No,Cash,No,No,26,Weekly
2235,2236,40,Male,Clothing,82,M,Gray,Spring,4.5,No,Credit Card,No,No,44,Annually
2236,2237,23,Male,Clothing,88,M,Yellow,Winter,2.7,No,Venmo,No,No,18,Fortnightly
2237,2238,45,Male,Footwear,34,S,Black,Summer,3.8,No,Bank Transfer,No,No,31,Every 3 Months
2238,2239,40,Male,Footwear,84,L,Beige,Winter,3.8,No,Credit Card,No,No,18,Weekly
2239,2240,42,Male,Accessories,96,L,Indigo,Summer,3.8,No,Bank Transfer,No,No,41,Every 3 Months
2240,2241,57,Male,Footwear,71,L,Green,Winter,4.3,No,Credit Card,No,No,18,Every 3 Months
2241,2242,18,Male,Outerwear,77,M,Purple,Summer,3.5,No,Bank Transfer,No,No,3,Bi-Weekly
2242,2243,18,Male,Clothing,66,M,Orange,Spring,3.8,No,PayPal,No,No,5,Bi-Weekly
2243,2244,56,Male,Clothing,21,M,Teal,Winter,3.7,No,Cash,No,No,13,Annually
2244,2245,35,Male,Clothing,37,M,Gold,Summer,4.8,No,Credit Card,No,No,22,Annually
2245,2246,49,Male,Clothing,90,L,Gray,Fall,4.9,No,Venmo,No,No,45,Fortnightly
2246,2247,49,Male,Outerwear,96,M,Cyan,Fall,4.3,No,Cash,No,No,39,Every 3 Months
2247,2248,34,Male,Accessories,37,L,Teal,Summer,4.4,No,PayPal,No,No,18,Annually
2248,2249,63,Male,Clothing,66,M,Violet,Winter,3.4,No,Cash,No,No,19,Fortnightly
2249,2250,42,Male,Accessories,45,XL,Indigo,Spring,4.3,No,Bank Transfer,No,No,29,Weekly
2250,2251,41,Male,Footwear,89,L,Pink,Summer,4.6,No,Venmo,No,No,19,Weekly
2251,2252,26,Male,Footwear,94,L,Gold,Fall,3.8,No,PayPal,No,No,22,Monthly
2252,2253,48,Male,Footwear,96,S,Maroon,Summer,3.9,No,Venmo,No,No,21,Annually
2253,2254,62,Male,Clothing,31,M,Brown,Spring,2.6,No,Credit Card,No,No,22,Monthly
2254,2255,24,Male,Accessories,79,M,Gold,Winter,4.2,No,Venmo,No,No,44,Every 3 Months
2255,2256,48,Male,Outerwear,39,L,Teal,Spring,4.6,No,Venmo,No,No,42,Quarterly
2256,2257,31,Male,Clothing,22,M,Turquoise,Fall,5.0,No,Debit Card,No,No,33,Quarterly
2257,2258,41,Male,Clothing,32,L,Olive,Fall,4.2,No,PayPal,No,No,6,Annually
2258,2259,24,Male,Clothing,71,L,Cyan,Winter,4.3,No,Bank Transfer,No,No,44,Every 3 Months
2259,2260,60,Male,Clothing,96,XL,Beige,Spring,3.3,No,Venmo,No,No,24,Annually
2260,2261,38,Male,Accessories,82,M,Blue,Fall,4.9,No,Venmo,No,No,16,Quarterly
2261,2262,58,Male,Accessories,76,L,Gold,Spring,4.4,No,Cash,No,No,12,Fortnightly
2262,2263,53,Male,Accessories,22,M,Green,Winter,3.1,No,Venmo,No,No,50,Monthly
2263,2264,44,Male,Accessories,40,XL,Green,Winter,3.5,No,PayPal,No,No,42,Quarterly
2264,2265,51,Male,Accessories,92,M,Turquoise,Summer,3.9,No,Bank Transfer,No,No,50,Monthly
2265,2266,36,Male,Outerwear,94,XL,Yellow,Fall,3.9,No,Bank Transfer,No,No,10,Quarterly
2266,2267,20,Male,Clothing,44,M,Yellow,Fall,4.3,No,Bank Transfer,No,No,32,Weekly
2267,2268,32,Male,Accessories,49,S,Blue,Spring,3.8,No,Venmo,No,No,37,Weekly
2268,2269,66,Male,Clothing,26,L,Charcoal,Spring,2.7,No,Credit Card,No,No,15,Monthly
2269,2270,49,Male,Clothing,38,M,Yellow,Fall,4.4,No,Credit Card,No,No,27,Annually
2270,2271,27,Male,Clothing,72,L,Purple,Spring,3.5,No,Debit Card,No,No,7,Weekly
2271,2272,29,Male,Clothing,99,M,Green,Summer,3.4,No,Cash,No,No,49,Quarterly
2272,2273,29,Male,Outerwear,38,L,Charcoal,Spring,4.0,No,Venmo,No,No,44,Monthly
2273,2274,55,Male,Outerwear,96,L,Silver,Winter,4.8,No,Credit Card,No,No,13,Bi-Weekly
2274,2275,57,Male,Clothing,27,L,Turquoise,Spring,4.5,No,Cash,No,No,38,Fortnightly
2275,2276,29,Male,Clothing,24,M,Gray,Winter,4.4,No,PayPal,No,No,10,Weekly
2276,2277,31,Male,Clothing,82,L,Red,Summer,4.1,No,Bank Transfer,No,No,25,Weekly
2277,2278,25,Male,Accessories,56,M,Beige,Summer,4.6,No,Bank Transfer,No,No,18,Quarterly
2278,2279,61,Male,Accessories,25,M,Maroon,Fall,3.8,No,Cash,No,No,6,Every 3 Months
2279,2280,53,Male,Footwear,67,L,Indigo,Spring,2.9,No,Bank Transfer,No,No,35,Quarterly
2280,2281,22,Male,Footwear,21,M,Red,Summer,2.8,No,Bank Transfer,No,No,31,Fortnightly
2281,2282,28,Male,Clothing,27,XL,Maroon,Summer,3.0,No,Bank Transfer,No,No,41,Annually
2282,2283,18,Male,Footwear,97,S,Red,Fall,4.2,No,Debit Card,No,No,8,Annually
2283,2284,44,Male,Accessories,45,S,Black,Winter,4.1,No,Cash,No,No,34,Fortnightly
2284,2285,32,Male,Clothing,63,XL,Black,Fall,4.1,No,Cash,No,No,20,Annually
2285,2286,34,Male,Accessories,100,L,Pink,Summer,4.6,No,Cash,No,No,38,Every 3 Months
2286,2287,67,Male,Clothing,38,L,Blue,Spring,2.5,No,PayPal,No,No,35,Quarterly
2287,2288,66,Male,Clothing,45,L,Green,Summer,3.0,No,PayPal,No,No,6,Annually
2288,2289,28,Male,Accessories,91,M,Orange,Fall,3.8,No,Credit Card,No,No,50,Weekly
2289,2290,70,Male,Clothing,82,M,Orange,Fall,4.1,No,PayPal,No,No,47,Weekly
2290,2291,37,Male,Footwear,48,L,Magenta,Winter,3.3,No,Venmo,No,No,23,Quarterly
2291,2292,28,Male,Outerwear,30,M,Indigo,Spring,5.0,No,PayPal,No,No,13,Quarterly
2292,2293,43,Male,Clothing,34,S,Beige,Spring,3.8,No,Debit Card,No,No,31,Monthly
2293,2294,37,Male,Clothing,68,L,Green,Fall,3.3,No,PayPal,No,No,16,Every 3 Months
2294,2295,54,Male,Accessories,95,M,Red,Winter,5.0,No,Venmo,No,No,40,Annually
2295,2296,50,Male,Accessories,22,L,Beige,Spring,2.9,No,Credit Card,No,No,45,Quarterly
2296,2297,46,Male,Accessories,88,M,Green,Fall,2.5,No,PayPal,No,No,50,Every 3 Months
2297,2298,60,Male,Clothing,83,M,Orange,Summer,4.7,No,PayPal,No,No,1,Quarterly
2298,2299,40,Male,Accessories,87,L,Cyan,Spring,2.9,No,PayPal,No,No,10,Every 3 Months
2299,2300,64,Male,Outerwear,57,M,Violet,Summer,3.7,No,Debit Card,No,No,48,Every 3 Months
2300,2301,18,Male,Outerwear,88,XL,Lavender,Summer,4.4,No,Venmo,No,No,38,Monthly
2301,2302,37,Male,Clothing,20,L,Turquoise,Winter,2.9,No,Debit Card,No,No,21,Annually
2302,2303,36,Male,Accessories,39,L,Pink,Summer,3.6,No,Cash,No,No,38,Monthly
2303,2304,51,Male,Accessories,71,S,Beige,Spring,4.8,No,Bank Transfer,No,No,31,Fortnightly
2304,2305,26,Male,Clothing,73,L,Silver,Winter,4.7,No,Bank Transfer,No,No,9,Fortnightly
2305,2306,68,Male,Accessories,63,M,Gold,Summer,2.6,No,Cash,No,No,47,Weekly
2306,2307,27,Male,Accessories,78,L,Silver,Winter,3.4,No,Cash,No,No,8,Bi-Weekly
2307,2308,28,Male,Clothing,96,L,Green,Fall,3.5,No,Bank Transfer,No,No,30,Annually
2308,2309,49,Male,Accessories,81,M,Teal,Winter,3.4,No,Bank Transfer,No,No,22,Quarterly
2309,2310,70,Male,Clothing,95,S,Gold,Fall,5.0,No,Cash,No,No,3,Quarterly
2310,2311,30,Male,Accessories,68,M,Cyan,Spring,4.6,No,Credit Card,No,No,15,Monthly
2311,2312,27,Male,Footwear,28,L,Gold,Spring,4.8,No,PayPal,No,No,10,Every 3 Months
2312,2313,19,Male,Clothing,30,L,Violet,Summer,3.7,No,PayPal,No,No,19,Every 3 Months
2313,2314,64,Male,Clothing,31,M,Black,Summer,4.7,No,Venmo,No,No,36,Fortnightly
2314,2315,42,Male,Accessories,95,XL,Brown,Winter,4.4,No,Venmo,No,No,12,Every 3 Months
2315,2316,69,Male,Clothing,79,M,Indigo,Winter,3.5,No,Cash,No,No,49,Quarterly
2316,2317,28,Male,Footwear,39,L,Yellow,Winter,3.8,No,Credit Card,No,No,7,Annually
2317,2318,47,Male,Outerwear,34,M,Purple,Summer,4.7,No,Debit Card,No,No,28,Monthly
2318,2319,69,Male,Clothing,28,L,White,Spring,3.1,No,PayPal,No,No,30,Annually
2319,2320,56,Male,Footwear,38,XL,Turquoise,Winter,5.0,No,Debit Card,No,No,29,Monthly
2320,2321,28,Male,Footwear,55,M,Olive,Spring,3.7,No,Credit Card,No,No,9,Every 3 Months
2321,2322,50,Male,Footwear,31,M,Beige,Winter,3.0,No,PayPal,No,No,27,Fortnightly
2322,2323,39,Male,Outerwear,84,S,Lavender,Spring,4.5,No,Cash,No,No,21,Fortnightly
2323,2324,35,Male,Accessories,93,L,White,Winter,4.7,No,Bank Transfer,No,No,36,Monthly
2324,2325,59,Male,Outerwear,28,L,Brown,Winter,3.5,No,Debit Card,No,No,19,Annually
2325,2326,44,Male,Footwear,55,M,Charcoal,Summer,4.4,No,Debit Card,No,No,47,Weekly
2326,2327,66,Male,Clothing,63,L,Maroon,Winter,2.6,No,Cash,No,No,38,Annually
2327,2328,20,Male,Clothing,94,M,Red,Winter,4.2,No,Credit Card,No,No,22,Bi-Weekly
2328,2329,45,Male,Clothing,36,M,Maroon,Fall,2.6,No,Credit Card,No,No,29,Bi-Weekly
2329,2330,49,Male,Accessories,97,S,Teal,Spring,4.8,No,Venmo,No,No,42,Annually
2330,2331,60,Male,Accessories,63,L,Orange,Summer,2.9,No,Venmo,No,No,47,Every 3 Months
2331,2332,61,Male,Accessories,77,S,Olive,Spring,4.3,No,Credit Card,No,No,10,Bi-Weekly
2332,2333,36,Male,Accessories,53,XL,Olive,Fall,2.6,No,Credit Card,No,No,10,Monthly
2333,2334,33,Male,Clothing,77,M,Beige,Spring,3.8,No,Cash,No,No,1,Every 3 Months
2334,2335,49,Male,Footwear,79,L,Green,Summer,4.2,No,Credit Card,No,No,7,Monthly
2335,2336,31,Male,Outerwear,37,M,Black,Summer,3.9,No,Venmo,No,No,10,Fortnightly
2336,2337,19,Male,Accessories,94,M,Green,Winter,3.1,No,Cash,No,No,11,Weekly
2337,2338,39,Male,Footwear,76,S,Violet,Fall,3.6,No,PayPal,No,No,5,Annually
2338,2339,66,Male,Footwear,68,S,Silver,Fall,4.0,No,PayPal,No,No,21,Quarterly
2339,2340,25,Male,Clothing,65,L,Maroon,Spring,3.4,No,Cash,No,No,24,Quarterly
2340,2341,63,Male,Clothing,24,M,Cyan,Summer,2.6,No,Venmo,No,No,37,Fortnightly
2341,2342,56,Male,Outerwear,31,L,Teal,Summer,4.5,No,Cash,No,No,22,Every 3 Months
2342,2343,20,Male,Clothing,89,M,Olive,Fall,4.9,No,Credit Card,No,No,16,Fortnightly
2343,2344,58,Male,Clothing,49,M,Red,Summer,4.4,No,Venmo,No,No,44,Monthly
2344,2345,34,Male,Footwear,92,XL,Lavender,Fall,3.5,No,Credit Card,No,No,14,Bi-Weekly
2345,2346,28,Male,Clothing,32,S,Orange,Winter,3.3,No,Bank Transfer,No,No,23,Every 3 Months
2346,2347,22,Male,Outerwear,67,L,Brown,Winter,3.1,No,Bank Transfer,No,No,46,Fortnightly
2347,2348,37,Male,Accessories,64,S,Gray,Fall,4.2,No,Credit Card,No,No,46,Every 3 Months
2348,2349,54,Male,Footwear,84,M,Orange,Spring,4.9,No,PayPal,No,No,16,Every 3 Months
2349,2350,65,Male,Clothing,34,M,Orange,Fall,3.9,No,Venmo,No,No,40,Every 3 Months
2350,2351,57,Male,Footwear,26,M,Turquoise,Winter,4.2,No,Bank Transfer,No,No,21,Annually
2351,2352,38,Male,Clothing,50,S,Cyan,Fall,4.9,No,Credit Card,No,No,25,Bi-Weekly
2352,2353,70,Male,Footwear,46,M,Yellow,Fall,2.8,No,Credit Card,No,No,25,Quarterly
2353,2354,56,Male,Accessories,71,M,White,Fall,4.1,No,Credit Card,No,No,25,Every 3 Months
2354,2355,56,Male,Clothing,78,M,Blue,Summer,4.8,No,Cash,No,No,27,Monthly
2355,2356,22,Male,Clothing,35,S,Purple,Winter,4.1,No,PayPal,No,No,12,Monthly
2356,2357,57,Male,Accessories,58,M,Gray,Summer,3.0,No,Bank Transfer,No,No,27,Quarterly
2357,2358,53,Male,Clothing,67,L,Cyan,Fall,4.2,No,Bank Transfer,No,No,40,Bi-Weekly
2358,2359,53,Male,Clothing,93,L,Pink,Spring,3.8,No,Bank Transfer,No,No,38,Quarterly
2359,2360,19,Male,Accessories,81,S,Gold,Spring,3.3,No,Venmo,No,No,44,Every 3 Months
2360,2361,49,Male,Accessories,80,L,Silver,Fall,4.7,No,Debit Card,No,No,27,Every 3 Months
2361,2362,44,Male,Accessories,64,M,Gray,Spring,4.3,No,Cash,No,No,30,Every 3 Months
2362,2363,27,Male,Clothing,41,M,Brown,Fall,2.7,No,Venmo,No,No,24,Monthly
2363,2364,60,Male,Clothing,79,XL,Pink,Winter,4.2,No,PayPal,No,No,38,Bi-Weekly
2364,2365,62,Male,Accessories,60,L,Maroon,Winter,4.2,No,Credit Card,No,No,4,Quarterly
2365,2366,52,Male,Footwear,91,S,Peach,Winter,2.5,No,Cash,No,No,32,Monthly
2366,2367,30,Male,Footwear,66,L,Brown,Winter,3.6,No,PayPal,No,No,32,Fortnightly
2367,2368,66,Male,Clothing,85,L,Green,Winter,3.4,No,Bank Transfer,No,No,28,Bi-Weekly
2368,2369,29,Male,Accessories,38,M,Lavender,Summer,3.3,No,Credit Card,No,No,6,Every 3 Months
2369,2370,24,Male,Clothing,23,M,Cyan,Winter,4.6,No,Debit Card,No,No,24,Monthly
2370,2371,51,Male,Footwear,71,M,Black,Spring,3.9,No,Debit Card,No,No,38,Weekly
2371,2372,67,Male,Clothing,25,M,Charcoal,Winter,3.7,No,PayPal,No,No,28,Annually
2372,2373,50,Male,Footwear,39,XL,Silver,Spring,3.1,No,Debit Card,No,No,9,Fortnightly
2373,2374,37,Male,Clothing,20,M,Gray,Spring,4.9,No,Bank Transfer,No,No,21,Every 3 Months
2374,2375,69,Male,Accessories,73,L,Peach,Winter,4.7,No,Cash,No,No,31,Monthly
2375,2376,60,Male,Accessories,63,L,Peach,Fall,2.9,No,PayPal,No,No,18,Quarterly
2376,2377,21,Male,Accessories,94,XL,Cyan,Spring,4.1,No,Venmo,No,No,5,Weekly
2377,2378,44,Male,Clothing,94,L,Magenta,Fall,4.0,No,Venmo,No,No,22,Annually
